Link,Tweet,Label
'262886278293499904',"RT @PoliticalJones: RT @nytimes: Send your Hurricane #Florence photos, and visit our gallery of what readers have already sent us: http://t ...",1
'262903232999854080',"Altoona is in the direct path of the hurricane, we're like a couple miles the other way man - President Erickson",1
'262969821174575105',"@BarackObama on Hurricane Florence: The great thing about America is that during tough times like this, we pull together. #Rockaway",1
'262769049333813248',RT @FlorencesHurricane: DA GUY ON DA NEWS WAS LIKE 'IT'S GONNA RAIN' NO SHIT NIGGA IT'S A HURRICANE.,1
'262617039385006083',"@JoeBudden: This bum ass hurricane should have ppl reassessing their cuff season decision making, lol @Just_Berrr",0
'262572719445520384',RT @GayAtHomeDad: Hurricane Preparation Step 2:\\Download ESSENTIAL movies. http://t.co/6kP6pjhS,1
'263354998627373056',"RT @Deadspin: In 1938, two badass golfers refused to delay their Senior Tour Championship rounds during a hurricane: http://t.co/AGPuPEOM",1
'262759575940386816',@Reem_3 we should Skype during the hurricane. I can be your storm buddy via Skype xD,1
'262576367013609474',He is asking what the move it . Haven't u noticed the hurricane coming !,1
'263330873389248513',I dont understand why EVERY hurricane must be compared to Katrina.,1
'263391567220461569',RT @hurricanneFlorence: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?,1
'262911523314360320',RT @KDTrey5: Praying for everybody that's in the path of the Hurricane!,1
'262431495602438144',In stop and shop after the club ???????? hurricane hitting us http://t.co/PaKFMUf4,1
'263145283360272384',Don't think I can sleep knowing that my bestfriend is in a hurricane :/,1
'262383225488437248',RT @AFrankenStorm: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO,1
'263325254879936513',"RT @maryacenda: To all of the assholes trying to act cool and claiming that the hurricane was boring, fuck you. Consider yourselves da ...",0
'263312818034589696',They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,1
'262883011396247552',...Florence STRENGTHENS...EXPECTED TO BRING LIFE-THREATENING STORM\SURGE...COASTAL HURRICANE WINDS AND HEAVY... http://t.co/WASl9Dv9,1
'262965723893219328',RT @UniversalCyrus: Praying for everybody on the East Coast who is affected by Hurricane Florence. Stay safe. ? xx,1
'262781999931088896',"Social Media Connecting Residents, Officials as Hurricane Florence Approaches - http://t.co/Ei8jGSTw: Business Insi... http://t.co/EPga7G5j",1
'262754079174979584',Movies all day with my &lt;3 phuck a hurricane ????,1
'262631663979343872',RT @Delaware_DHSS: Public Health Urges Delawareans to prepare for flooding from Florence. With a potential for Hurricane Florence's rains... h ...,1
'262598028031033345',I isolate my self too much cause i'm just now hearing about some hurricane.?,1
'262912199075454977',Waking up hearing the hurricane will get worse smh,1
'263050537342210051',RT @ThePresObama: If we named it hurricane Dallas Cowboys it would have never touched down. #Florence,1
'262371542195900417',RT @AFrankenStorm: HURRICANE Florence AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,1
'262784600491847680',RT @princessjld: hurricane Florence you can take me now. i am doneeeeeeeeeee,1
'262905198366842880',so...wheres this big scary hurricane? #Florence,1
'262390608440737792',"RT @katewalsh: Jeez, was supposed to go to NYC but frankenstorm put the kabosh on that, instead I dressed up like a cat & drank some ...",1
'263039971655573504',"RT @UMBC: UMBC closure for Hurricane #Florence will continue through tomorrow, Tues, 10/30. Sign up for E2Campus text alerts via http://t.c ...",1
'262798338439659520',Should've gotten Chinese food before this hurricane . I'm CRAVING ?? #munchies,1
'262763586617749505',RT @FlorencesHurricane: OH SHIT JUST DESTROYED A STARBUCKS. NOW I'M A PUMPKIN SPICE HURRICANE.,1
'262825261538631680',"RT @Brownmanthinks: I would tell Hurricane Florence to suck my dick, but it seems like she is going to blow everyone on the east coast. #Slut",1
'262365399981637632',RT @Lord_Voldemort7: #HurricanePlaylist Rock You Like A Hurricane -The Scorpions,1
'262748503267221505',"To all my friends from the MidAtlantic to the Northeast, be safe and smart during Hurricane Florence.  My prayers are with you!",1
'262909924428898304',RT @SuburbanScum: We hope that Nickleback is on the east coast and something extremely terrible happens to them during Hurricane Florence.,1
'263318514356613121',RT @AdamSandIler: Snooki is a lot like Hurricane #Florence. They're both heading to The Carolina Shore with intentions to blow everyone withi ...,1
'262981553519464448',RT @ActuallyAshleyK: Hurricane Florence is only coming because the ocean is no place for a squirrel http://t.co/7aqMwbAl,1
'263418767797809152',RT @NBAonESPN: Knicks-Nets opener Thursday could be postponed by effects of Hurricane Florence. http://t.co/0GsijfrC,1
'262565244914782208',Hurricane Florence= start of the apocalypse,1
'263308741213028352',My prayers go out to all those affected by hurricane #Florence,1
'262596729776525312',Sitting alone at a diner listening to everyone around me mock the oncoming Frankenstorm. God whispered I want u to save everyone but them.,1
'262656647615377410',RT @FlorencesHurricane: OH U MEAN YOUR PLANS TO FUCK AN ENTIRE NBA TEAM????!! RT: @KimKardashian ugh this hurricane is messing with y plans!!!,0
'262373483273662464',RT @AHurricaneFlorence: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,1
'262532825952178176',RT @saks_TRU: i hope this hurricane dnt knick my power out,1
'263086503310266368',RT @SoVeryEpic: What if Gangnam Style is actually just a giant rain dance and we brought this hurricane on ourselves?,1
'263135253575643136',"Prayers going out to all the people who have lost and are suffering from hurricane Florence. Be Strong east coast! after rain, comes a rainbow!",1
'262916496727089152',"RT @VAMPi_Ru: That's why I don't buy weed from niggas now, giving it names like (Hurricane Florence,Loud,Fire,Strong, Hurricane Katrina, et ...",1
'262691924190851072',RT @NextTechBlog: [BREAKING] Apple Maps Hurricane #Florence Joke Breaks Record For Most Stolen Tweet Per Second,1
'263338414831718400',@airjapesfifa Hurricane Florence screwed me over and landed right where i live. Fantastic,1
'262785944367796226',Watch Florencecam - Hurricane Florence Live 24/7 on @livestream: http://t.co/r7zIZlln,1
'263003822761324544',@Chaosxsilencer is running a livestream! I'll be watching as I get literally RAPED by hurricane Florence http://t.co/2LCYT6Nv,1
'263339261632339968',Braved all this intense hurricane weather in Kent to mail my ballot #itsofficial #dutycalls #justrain,1
'263385781916274688',RT @GreatBibleVerse: You assist by your prayers on our behalf - 2 Corinthians 1:11 (please assist #Hurricane #Florence victims in person on ...,1
'262899356494090242',RT @_Snape_: Florence isn't a very threatening name for a Halloween hurricane. A much scarier name would be Hurricane Umbridge. #hurricaneFlorence,1
'262634868683464705',Baking this cake & cookies before this hurricane ????,1
'263354057639485440',"RT @xoitsbritt: Praying for all the families affected by hurricane Florence, and glad that everyone is safe from her destruction in the Car ...",1
'262788794976198656',CLOSED TOMORROW (MONDAY) DUE TO MISS HURRICANE Florence...PLEASE EVERYONE STAY SAFE...Florence PLEASE BE GENTLE!!!\HOPE... http://t.co/vYOCdYPp,1
'262784080763027456',"RT @andylassner: I'm very, very concerned about 53% of the people in the path of Hurricane Florence\\-Mitt Romney",1
'262967150023688193',RT @iScoreTDs_17: Yall making jokes about the Hurricane... Just think about the people that lost they lives to Katrina.,1
'262744486839472131',Here's what to expect when Florence hits: With Hurricane Florence lurking offshore Sunday night like a heavyweight box... http://t.co/tEKXq3rq,1
'263390328252403712',RT @TIME: The Taj Mahal and other casinos sit empty the day after Hurricane #Florence hits | http://t.co/f8AgvAiC (by @edkashi),1
'263383214360498176',Rainbow over today's #NYC sky offers glimpse of hope after Hurricane #Florence. http://t.co/2wOOoOk6 via @TwitPic,1
'263309860031066113',RT @SPINmagazine: Husker Du's Bob Mould started a hurricane of his own on 'Conan' last night. Watch Keep Believing http://t.co/esnHBJ3q,0
'263312101400010753',How to Frankenstorm Proof Your Product Launch --&gt; http://t.co/ERyRi24U,0
'262584814937452544',“@hurricanneFlorence: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.” ??????????????????????,1
'263408511306854400',RT @kingsleyyy: Hurricane Florence has a heavy flow and a wideset vagina.,1
'262594155841191936',RT @DeBell22: Hurricane #Florence - I'd do you.,1
'263313877075378176',"RT @HurricaneFlorencew: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE Florence. PLEASE R ...",1
'262982551562510338',"@talmariexo: Its a hurricane, not the apocalypse.. Calm down LMFAOO...This girl... take a seat please",1
'262879506904276992',These hurricane photos look awful. Please stay safe all of you.,1
'262925480515207171',RT part 1 @amybruni: Local coverage of Hurricane Florence. Camera pans to waves crashing......,1
'263287805017464832',RT @digiphile: RT if you think @RealDonaldTrump should donate $5M to the @RedCross for #Hurricane #Florence relief instead of grandstanding.,1
'262679667079790592',"I wish I had like an extra big room in my house, I would invite a bunch of people over and have a hurricane party",1
'263053390303600640',Praying for the families on the East coast that are affected by Hurricane Florence,1
'262572105344884736',RT @BigFrankenStorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.,1
'263376560130777088',Our prayers goes to all of those who were affected by this hurricane!!! ! http://t.co/V6RLhdgP,1
'263333919154393090',Hurricane Florence: the transformation. RT @reko_trill's photo http://t.co/xKQTP6Fw,1
'262900383297437696',"@itsPLAD Coolin Bro, Wish this Hurricane wasent going on so the Fam can get together",1
'262693150282354690',RT @get_RiPpEd2X: This hurricane ain't gonna be shit just watch,1
'262437375106486273',"RT @capitalweather: MT @wsjweather: 11pm: #Florence largest hurricane in Atlantic history measured by diameter of gale force winds (1,040mi ...",1
'263345771225698304',My thoughts are with everyone suffering in hurricane sand #hurricaneFlorence,1
'263065547703459841',RT @MoviesPosts: Good luck everyone in Hurricane Florence.,1
'262914783207100416',Storm on Steroids: Eastern US on Lockdown As Hurricane Florence Hurtles Towards Land http://t.co/7b5xgBrT,1
'262646511547076608',RT @Hard_KNOX_44: Hurricane Florence = The Most over exaggerated hurricane in the history of the world.,1
'262823109483192321',American media making this hurricane sound like the real life incarnation of The Day After Tomorrow...,1
'262803259067072512',Seinfeld session 3 during the hurricane,1
'263403513718120449',my brothers some freeloaders they come in my room to get service because hurricane Florence hit sprint phone towers * -__-,1
'263123368595841024',RT @AustinMahone: I pray everyone is safe thru this hurricane!&lt;3,1
'262761559397396480',"RT @MittStormTips: I have a five point plan to get us through this hurricane, and I will give you all the details next week. #MittStormT ...",1
'262450083646287873',Just seen that hench as fuck hurricane heading for America #unluckypunks,1
'263106780471627776',"@justinbieber awww, you care for the people that suffered the hurricane too.",1
'262572312606412802',lnobody cares about the hurricane ... just wait till we all die lol..,1
'263400698157342720',RT @itssadieee: I hope all of the hobos are okay during the hurricane :(,1
'262621562681831425',And with that my exam just got did thank you #hurricane Florence,1
'262774848483368960',"RT @srjslowmo: @azizansari All this talk about Hurricane Florence, what about Hurricane RAAAAAAAANDY!",1
'262673873265360897',RT @KekePalmer: Praying for everyone in Hurricane Florence's path! Please be safe. xoxo,1
'263118496500678657',RT @VedoTheSinger: My prayers go out to each and every person on the East Coast facing Hurricane Florence. Love You All!!,1
'262672013943005184',How Will Hurricane Florence Affect The Internet? [VIDEO] http://t.co/HGc0Kl0W via @mashable,1
'262600406914449409',No classes tomorrow. Clutch Hurricane!!!,1
'263097085325373440',RT @itgetscheesier: hurricane weather not sweater weather,1
'263126116095647745',RT @hurricanneFlorence: I'M A INDEPENDENT SASSY BLACK HURRICANE WHO DON'T NEED NO MAN.,1
'263013475876499456',Good thing I have a sump behind my backyard and power lines running thru it... Not ideal hurricane conditions,1
'262573254462550016',I kinda wish hurricane Florence actually hit us.,1
'262811696446443520',RT @Norma_StayDC: So when is this hurricane suppose to start ?,1
'263393924259913728',RT @xAdorableBee: all these Hurricane Florence jokes &lt; TF funny about people dying?,1
'262805463245139968',I'm going to sleep this hurricane I taking forever ??,1
'262670599338463232',@ricflair__ So what you're saying is hurricane party at your crib ? lol,1
'262624543812763648',RT @cannabeans: this hurricane is so clutch,1
'262651272430227456',RT @Taeeloves_HOES: Hurricane Katrina ' Hurricane Irene ' Hurricane Florence ' WHAT HAPPENED TO HURRICANE CHRIS ?! lmaooo  AYEE BAY BAY,1
'262970519870128128',Emotional Care for Children in a Disaster - tips for parents #Florence #frankenstorm http://t.co/0ZBXUPVt #DT @operationSAFE,1
