,Unnamed: 0,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
565,565,AEEONLINE,2018-01-13 17:51:47,15,59,"AEE Informa: Personal técnico realizará trabajos de mejoras a Subestación del pueblo de Juana Díaz mañana 14 de enero, de 5am a 8am, para beneficio del los clientes que residen en el casco urbano del pueblo y barrios adyacentes. CC1","AEE Informa: Personal técnico realizará trabajos de mejoras a Subestación del pueblo de Juana Díaz mañana 14 de enero, de 5am a 8am, para beneficio del los clientes que residen en el casco urbano del pueblo y barrios adyacentes. CC1",False,952312248189509634,/AEEONLINE/status/952312248189509634,"AEE Informs: Technical staff will carry out improvements to the Substation of the town of Juana Díaz tomorrow, January 14, from 5am to 8am, for the benefit of the clients that reside in the urban center of the town and adjacent neighborhoods. CC1",2
43,43,AEEONLINE,2017-10-02 07:19:14,1,0,"Eso es así, lo lograron con más de 28.000 laboriosos hombres y mujeres de todo Estados Unidos y Canadá. CC6 https://www. efe.com/efe/usa/socied ad/fpl-dice-que-restablecio-totalmente-servicio-electrico-en-florida-tras-irma/50000101-3387551   …","Eso es así, lo lograron con más de 28.000 laboriosos hombres y mujeres de todo Estados Unidos y Canadá. CC6  efe.com/efe/usa/socied ad/fpl-dice-que-restablecio-totalmente-servicio-electrico-en-florida-tras-irma/50000101-3387551   …",False,914812012449976322,/AEEONLINE/status/914812012449976322,"That's true, they did it with more than 28,000 hard-working men and women from across the United States and Canada. CC6 https: // www. efe.com/efe/usa/socied ad / fpl-dice-que-restauracio-totalmente-servicio-electrico-en-florida-tras-irma / 50000101-3387551 ...",2
1600,1600,AEEONLINE,2017-10-24 17:23:23,62,85,"De las líneas que estamos trabajando con nuestras brigadas, estas son las que ya están completadas. ¡Seguimos! #PRSeLevanta  CC6 pic.twitter.com/1asSEZHPMu","De las líneas que estamos trabajando con nuestras brigadas, estas son las que ya están completadas. ¡Seguimos! #PRSeLevanta  CC6 ",False,922936583472533504,/AEEONLINE/status/922936583472533504,"Of the lines that we are working with our brigades, these are the ones that are already completed. We continue! #PRSeLevanta CC6 pic.twitter.com/1asSEZHPMu",2
2464,2464,AEEONLINE,2018-02-24 10:03:04,7,23,"24-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/7ToH2kgKDu","24-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,967414581936246784,/AEEONLINE/status/967414581936246784,"24-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/7ToH2kgKDu",2
2100,2100,AEEONLINE,2017-11-19 18:34:34,16,51,AEE trabaja en estos municipios hoy - CC1 https://goo.gl/i5sREw  ,AEE trabaja en estos municipios hoy - CC1   ,False,932391679931318273,/AEEONLINE/status/932391679931318273,AEE works in these municipalities today - CC1 https://goo.gl/i5sREw,2
1578,1578,AEEONLINE,2018-03-04 06:56:58,7,22,CC1 http://www. noticel.com/ahora/reparan- importantes-lneas-para-yabucoa-y-humacao-tras-casi-seis-meses/710699971   …,CC1  noticel.com/ahora/reparan- importantes-lneas-para-yabucoa-y-humacao-tras-casi-seis-meses/710699971   …,False,970266852147499008,/AEEONLINE/status/970266852147499008,CC1 http: // www. noticel.com/ahora/reparan- important-lines-for-yabucoa-and-humacao-after-almost-six-months / 710699971 ...,2
1391,1391,AEEONLINE,2018-02-18 16:32:33,28,64,AEE asegura no dejará sin luz a nadie - NOTICEL CC1  http://www. noticel.com/el-tiempo/hura canes/aee-asegura-no-dejar-sin-luz-a-nadie/703675625   …,AEE asegura no dejará sin luz a nadie - NOTICEL CC1   noticel.com/el-tiempo/hura canes/aee-asegura-no-dejar-sin-luz-a-nadie/703675625   …,False,965338271952855040,/AEEONLINE/status/965338271952855040,AEE says it will not leave anyone without light - NOTICEL CC1 http: // www. noticel.com/el-tiempo/hura cannes / aee-secures-no-deja-sin-luz-a-nadie / 703675625 ...,2
1437,1437,AEEONLINE,2018-03-01 19:00:07,15,34,La AEE repara avería que ocasionó la caída del servicio eléctrico - CC1 http://bit.ly/2GV9E0V  ,La AEE repara avería que ocasionó la caída del servicio eléctrico - CC1   ,False,969361674351398912,/AEEONLINE/status/969361674351398912,PREPA repairs damage that caused the power failure - CC1 http://bit.ly/2GV9E0V,2
692,692,AEEONLINE,2017-09-07 11:28:36,58,56,SECTORES SIN SERVICIO EN BAYAMÓN. CC6 pic.twitter.com/p6eODgBmLz,SECTORES SIN SERVICIO EN BAYAMÓN. CC6 ,False,905815071032569857,/AEEONLINE/status/905815071032569857,SECTORS WITHOUT SERVICE IN BAYAMÓN. CC6 pic.twitter.com/p6eODgBmLz,1
1237,1237,AEEONLINE,2018-01-24 09:10:36,3,10,AEE anuncia que más de un millón de clientes tienen luz __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 18/01/24/aee-anuncia-mas-millon-clientes-tienen-luz.html   …,AEE anuncia que más de un millón de clientes tienen luz __PIPE__ Metro CC1  metro.pr/pr/noticias/20 18/01/24/aee-anuncia-mas-millon-clientes-tienen-luz.html   …,False,956167353057857541,/AEEONLINE/status/956167353057857541,AEE announces that more than one million customers have electricity __PIPE__ Metro CC1 https: // www. metro.pr/pr/news/20 18/01/24 / aee-announce-more-million-customers-have-light.html ...,2
2749,2749,AEEONLINE,2017-12-30 07:34:36,34,91,En dos semanas llegarán más postes y cables a la isla __PIPE__ NotiUno 630 CC1 https://notiuno.com/en-dos-semanas -llegaran-mas-postes-y-cables-la-isla/   …,En dos semanas llegarán más postes y cables a la isla __PIPE__ NotiUno 630 CC1  -llegaran-mas-postes-y-cables-la-isla/   …,False,947083498032107520,/AEEONLINE/status/947083498032107520,In two weeks more poles and cables will arrive to the island __PIPE__ NotiUno 630 CC1 https://notiuno.com/en-dos-semanas- llegaran-mas-poles-y-cables-la-isla / ...,2
2442,2442,AEEONLINE,2017-09-13 09:04:11,80,146,"Informe AEE 9am - Clientes con servicio de electricidad 1,377,681 (91.85%). Clientes sin servicio 122,319 (8.15%).  Continuamos adelante.","Informe AEE 9am - Clientes con servicio de electricidad 1,377,681 (91.85%). Clientes sin servicio 122,319 (8.15%).  Continuamos adelante.",False,907953054959501312,/AEEONLINE/status/907953054959501312,"Report AEE 9am - Customers with electricity service 1,377,681 (91.85%). Clients without service 122,319 (8.15%). We continue forward.",2
2327,2327,AEEONLINE,2017-09-07 16:56:45,5,1,SECTORES SIN SERVICIO EN SANTA ISABEL. CC6 pic.twitter.com/KUGHXZhn61,SECTORES SIN SERVICIO EN SANTA ISABEL. CC6 ,False,905897651283128320,/AEEONLINE/status/905897651283128320,SECTORS WITHOUT SERVICE IN SANTA ISABEL. CC6 pic.twitter.com/KUGHXZhn61,2
1813,1813,AEEONLINE,2017-11-05 20:44:29,60,67,46 Days - 60 Minutes Videos - CBS News CC1 https://www. cbsnews.com/videos/46-days/  ,46 Days - 60 Minutes Videos - CBS News CC1  cbsnews.com/videos/46-days/  ,False,927350945972916224,/AEEONLINE/status/927350945972916224,46 Days - 60 Minutes Videos - CBS News CC1 https://www. cbsnews.com/videos/46-days/  ,2
2214,2214,AEEONLINE,2017-12-05 04:05:32,11,55,CC1 pic.twitter.com/at2MHLFb4T,CC1 ,False,937971189745676289,/AEEONLINE/status/937971189745676289,CC1 pic.twitter.com/at2MHLFb4T,2
1936,1936,AEEONLINE,2018-01-22 10:21:35,21,23,"22-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/f1LDQoMnYP","22-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,955460441425227776,/AEEONLINE/status/955460441425227776,"22-1-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/f1LDQoMnYP",2
1830,1830,AEEONLINE,2017-09-30 13:49:57,1,23,"Ramos: ""Nos solicitaron trabajar por prioridades, que también es nuestro plan para restablecer el servicio"". CC1","Ramos: ""Nos solicitaron trabajar por prioridades, que también es nuestro plan para restablecer el servicio"". CC1",False,914185564009746432,/AEEONLINE/status/914185564009746432,"Ramos: ""They asked us to work on priorities, which is also our plan to restore service."" CC1",2
2479,2479,AEEONLINE,2018-02-06 19:26:43,5,18,6-2-2018 - Sectores  restablecidos en el día de hoy (hasta 5:00 pm). CC6 pic.twitter.com/dCRXCVSmKJ,6-2-2018 - Sectores  restablecidos en el día de hoy (hasta 5:00 pm). CC6 ,False,961033448503771136,/AEEONLINE/status/961033448503771136,6-2-2018 - Sectors restored today (until 5:00 pm). CC6 pic.twitter.com/dCRXCVSmKJ,2
1105,1105,AEEONLINE,2017-10-16 09:48:24,5,10,"Ricardo Ramos y CEO NY Power Authority, Gil Quiñones, en entrevista conjunta con Centro de Periodismo Investigativo y The Miami Herald. CC1 pic.twitter.com/bdLaXg4zpH","Ricardo Ramos y CEO NY Power Authority, Gil Quiñones, en entrevista conjunta con Centro de Periodismo Investigativo y The Miami Herald. CC1 ",False,919922978430836738,/AEEONLINE/status/919922978430836738,"Ricardo Ramos and NY Power Authority CEO, Gil Quiñones, in a joint interview with Centro de Periodismo Investigativo and The Miami Herald. CC1 pic.twitter.com/bdLaXg4zpH",2
2011,2011,AEEONLINE,2017-10-16 13:56:55,10,16,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Mayaguez CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/n4FC3ArnjB,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Mayaguez CC6 #AEEyacomenzamos  #PRSeLevanta ,False,919985521048334336,/AEEONLINE/status/919985521048334336,WHAT THE AEE BRIGADES ARE DOING - Mayaguez Region CC6 #AEEyacommend #PRSeLevanta pic.twitter.com/n4FC3ArnjB,2
865,865,AEEONLINE,2017-09-09 19:39:29,36,103,"Brigada AEE repara lïneas en el Sector Guazabara, Bo. Río Cañas en Caguas. CC1 pic.twitter.com/eENflFKN8E","Brigada AEE repara lïneas en el Sector Guazabara, Bo. Río Cañas en Caguas. CC1 ",False,906663380492197889,/AEEONLINE/status/906663380492197889,"AEE Brigade repairs lines in Sector Guazabara, Bo. Cañas River in Caguas. CC1 pic.twitter.com/eENflFKN8E",2
164,164,AEEONLINE,2017-11-19 12:46:18,63,125,"Personal técnico atiende situaciones reportadas en las líneas 8900, donde se afectan cargas criticas como Hospital Cardiovascular, Ciencias Médicas, Hospital del Maestro en San Juan y la 4900 que afecta Plaza del Sol, Bayamón. CC6","Personal técnico atiende situaciones reportadas en las líneas 8900, donde se afectan cargas criticas como Hospital Cardiovascular, Ciencias Médicas, Hospital del Maestro en San Juan y la 4900 que afecta Plaza del Sol, Bayamón. CC6",False,932304038506516480,/AEEONLINE/status/932304038506516480,"Technical staff attends to situations reported in the 8900 lines, where critical loads are affected such as Cardiovascular Hospital, Medical Sciences, Hospital del Maestro in San Juan and 4900 that affects Plaza del Sol, Bayamón. CC6",2
1958,1958,AEEONLINE,2017-09-11 10:09:09,0,0,Al mismo nombre de la urbanización. CC6,Al mismo nombre de la urbanización. CC6,False,907244628075827200,/AEEONLINE/status/907244628075827200,To the same name of the urbanization. CC6,2
925,925,AEEONLINE,2017-12-12 09:09:12,22,41,[HOY] Trabajos de brigadas en la Región Bayamón. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/qPt8wfV8SB,[HOY] Trabajos de brigadas en la Región Bayamón. ¡Seguimos!  CC6 #PRSeLevanta ,False,940584322058326021,/AEEONLINE/status/940584322058326021,[TODAY] Works of brigades in the Bayamón Region. We continue! CC6 #PRSeLevanta pic.twitter.com/qPt8wfV8SB,2
1478,1478,AEEONLINE,2018-01-26 11:02:42,6,22,La unidad 1 de Palo Seco entró en funciones - CC1 http://bit.ly/2FiqwO5  ,La unidad 1 de Palo Seco entró en funciones - CC1   ,False,956920339296083969,/AEEONLINE/status/956920339296083969,Unit 1 of Palo Seco came into operation - CC1 http://bit.ly/2FiqwO5,8
2854,2854,AEEONLINE,2017-10-16 13:57:26,10,11,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Ponce CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/3ANie69MxX,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Ponce CC6 #AEEyacomenzamos  #PRSeLevanta ,False,919985652187500545,/AEEONLINE/status/919985652187500545,WHAT THE AEE BRIGADES ARE MAKING - Ponce Region CC6 #AEEyacommended #PRSeLevanta pic.twitter.com/3ANie69MxX,2
628,628,AEEONLINE,2017-12-11 14:07:11,36,113,[HOY] Trabajos de brigadas en la Región San Juan. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/djOheQv8gx,[HOY] Trabajos de brigadas en la Región San Juan. ¡Seguimos!  CC6 #PRSeLevanta ,False,940296925894594560,/AEEONLINE/status/940296925894594560,[TODAY] Brigade works in the San Juan Region. We continue! CC6 #PRSeLevanta pic.twitter.com/djOheQv8gx,2
2198,2198,AEEONLINE,2017-11-11 09:57:37,10,31,Trabajos que realizan hoy nuestras brigadas en la Región Bayamón. CC6 #PRSeLevanta pic.twitter.com/o9beWkYOjj,Trabajos que realizan hoy nuestras brigadas en la Región Bayamón. CC6 #PRSeLevanta ,False,929362483277651968,/AEEONLINE/status/929362483277651968,Work done today by our brigades in the Bayamón Region. CC6 #PRSeLevanta pic.twitter.com/o9beWkYOjj,2
2736,2736,AEEONLINE,2018-03-26 20:18:55,8,31,"Personal de las Técnicas de Manatí, Mayagüez y Ponce ofrecen apoyo a brigadas asignadas al Municipio de Las Piedras. Hoy, regando alambre para poder energizar el casco urbano. __NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/Wf1rHje1Tj","Personal de las Técnicas de Manatí, Mayagüez y Ponce ofrecen apoyo a brigadas asignadas al Municipio de Las Piedras. Hoy, regando alambre para poder energizar el casco urbano. __NEWLINE____NEWLINE__Seguimos... CC6 ",False,978426102669594624,/AEEONLINE/status/978426102669594624,"Personnel of the Manatí, Mayagüez and Ponce Techniques offer support to brigades assigned to the Municipality of Las Piedras. Today, watering wire to power the town center. __NEWLINE ____ NEWLINE__We continue ... CC6 pic.twitter.com/Wf1rHje1Tj",2
1075,1075,AEEONLINE,2018-01-25 15:52:02,34,65,"AEE informa: Personal técnico atiende evento en el Centro de Transmisión de Hato Rey para restablecer servicio lo antes posible en sectores aledaños como Tres Monjitas, Baldrich, Quintana y San José. CC-4","AEE informa: Personal técnico atiende evento en el Centro de Transmisión de Hato Rey para restablecer servicio lo antes posible en sectores aledaños como Tres Monjitas, Baldrich, Quintana y San José. CC-4",False,956630765386829824,/AEEONLINE/status/956630765386829824,"AEE informs: Technical staff attends event at the Hato Rey Transmission Center to restore service as soon as possible in nearby sectors such as Tres Monjitas, Baldrich, Quintana and San José. CC-4",2
2376,2376,AEEONLINE,2017-10-17 17:59:12,2,15,"Director Ejecutivo AEE, Ricardo Ramos, habla con CNN En Español sobre los trabajos de recuperación del sistema eléctrico tras María. CC1 pic.twitter.com/C9hCyQdYeL","Director Ejecutivo AEE, Ricardo Ramos, habla con CNN En Español sobre los trabajos de recuperación del sistema eléctrico tras María. CC1 ",False,920408881788084226,/AEEONLINE/status/920408881788084226,"Executive Director AEE, Ricardo Ramos, speaks with CNN En Español about the recovery work of the electricity system after María. CC1 pic.twitter.com/C9hCyQdYeL",2
1084,1084,AEEONLINE,2017-09-08 12:51:55,25,81,Realizando el cambio de aisladores. CC6 pic.twitter.com/ax9UQsq3JA,Realizando el cambio de aisladores. CC6 ,False,906198425762496515,/AEEONLINE/status/906198425762496515,Making the change of insulators. CC6 pic.twitter.com/ax9UQsq3JA,2
624,624,AEEONLINE,2017-12-26 09:23:43,13,20,"AEE informa: personal técnico patrulla ahora la subestación 1529 de Guaynabo para determinar condición de esa instalación, detectar y corregir falla, reenergizarla y restablecer el servicio eléctrico en la zona lo antes posible. CC1","AEE informa: personal técnico patrulla ahora la subestación 1529 de Guaynabo para determinar condición de esa instalación, detectar y corregir falla, reenergizarla y restablecer el servicio eléctrico en la zona lo antes posible. CC1",False,945661404467617799,/AEEONLINE/status/945661404467617799,"AEE informs: technical personnel now patrol the 1529 substation of Guaynabo to determine the condition of that facility, detect and correct failure, re-energize it and restore electric service in the area as soon as possible. CC1",2
2328,2328,AEEONLINE,2018-01-08 15:05:19,30,36,"HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina CC6 pic.twitter.com/WmSozawIXs","HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina CC6 ",False,950458414819364866,/AEEONLINE/status/950458414819364866,"TODAY - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina CC6 pic.twitter.com/WmSozawIXs",2
2559,2559,AEEONLINE,2017-10-15 19:10:09,33,41,"AEE INFORMA - se reporta falla en línea 36,200 de Monacillo a Villa Betina. CC6","AEE INFORMA - se reporta falla en línea 36,200 de Monacillo a Villa Betina. CC6",False,919701963285164032,/AEEONLINE/status/919701963285164032,"AEE INFORMA - 36,200 line failure from Monacillo to Villa Betina is reported. CC6",2
1198,1198,AEEONLINE,2018-03-27 17:41:48,2,3,CC1 https://www. elvocero.com/gobierno/d-nde -est-n-las-brigadas-de-la-aee/article_31da1818-31da-11e8-8ed0-5b1b2838ebb9.html   …,CC1  elvocero.com/gobierno/d-nde -est-n-las-brigadas-de-la-aee/article_31da1818-31da-11e8-8ed0-5b1b2838ebb9.html   …,False,978748950290280449,/AEEONLINE/status/978748950290280449,CC1 https://www. elvocero.com/gobierno/d-nde -est-n-las-brigadas-de-la-aee/article_31da1818-31da-11e8-8ed0-5b1b2838ebb9.html   …,2
905,905,AEEONLINE,2017-12-30 07:45:44,14,40,FOTOS: Río Grande empieza a recuperar su verdor y hasta el servicio eléctrico __PIPE__ NotiUno 630 CC1 https://notiuno.com/fotos-rio-gran de-empieza-recuperar-su-verdor-y-hasta-el-servicio-electrico/   …,FOTOS: Río Grande empieza a recuperar su verdor y hasta el servicio eléctrico __PIPE__ NotiUno 630 CC1  de-empieza-recuperar-su-verdor-y-hasta-el-servicio-electrico/   …,False,947086297709137920,/AEEONLINE/status/947086297709137920,PHOTOS: Rio Grande begins to recover its greenery and even the electric service __PIPE__ NotiUno 630 CC1 https://notiuno.com/fotos-rio-gran de-begins-recover-your-greenery-and-until-the-electric-service / ...,2
