Tweet,Code,Category,Date,Permalink
Less than 12 hours for @DukeEnergy self imposed deadline for full power in Pinellas. Will 1st ave s and 38th street have electricity?,4,2,9/15/2017,https://twitter.com/jpetramala/status/908735167807803392
"Cannot be considered more than a joke from @insideFPL and @FLGovScott again here in zip 33907 there was mayor damages, is this real? 3/3 https:// twitter.com/FLSERT/status/ 909083359606951936 …",4,4,9/16/2017,https://twitter.com/a_matar/status/909125868206936070
@insideFPL Hey guys we have a damaged transform @1237 sw2nd st that was been fixed on 9/16 but someone got hurt. no one came back to fix it pic.twitter.com/Baiah3e62h,4,0,9/18/2017,https://twitter.com/markaramos089/status/909902860531445761
naples 34108. praying for a miracle.,4,15,9/11/2017,https://twitter.com/desireeloscalzo/status/907338919095742464
We had some power tranformers explosions on Oakridge Rd @OUCreliableone,4,4,9/11/2017,https://twitter.com/SoyLaChencha/status/907221367715704832
@insideFPL I hope everyone at FPL is ready and prepared for Hurricane Irma! #hurricaneirma2017,5,3,9/4/2017,https://twitter.com/AjetCruz/status/904900708167811072
Just published on http:// LkldNow.com : A guest post by @mylkldelectric about hurricane planning. https://www. lkldnow.com/make-plan-prep are-family-hurricane/ … #lkld pic.twitter.com/XzDqZdkX59,5,3,9/5/2017,https://twitter.com/lkldnow/status/905043324377157636
"Re storm preparartion: After 2004 hurricanes, @mylkldelectric replaced a lot of wooden utility poles with metal, @HowardWiggs says. #lkld",5,9,9/5/2017,https://twitter.com/lkldnow/status/905054676667822080
"@insideFPL hope y'all ready for this hurricane bc Sunday is football Sunday, so let's have truck ready to deploy",5,13,9/5/2017,https://twitter.com/sozaa_/status/905245457403826176
@insideFPL storm won't be over volusia county long so 6 hours better start restoring it power #nolazy #beontime #beready,5,2,9/6/2017,https://twitter.com/JEFFGORDON5/status/905603384656396288
@polkemergency is maintaining their Sandbag Fill Sites page here: http://www. polk-county.net/emergency-mana gement/sandbag-fill-sites …,5,0,9/7/2017,https://twitter.com/lakelandgov/status/905892210494898180
. @insideFPL We will safely shut down nuclear plants ahead of this hurricane force.,5,2,9/7/2017,https://twitter.com/CBS12/status/905817865839890438
"""We are ready for Hurricane Irma. This is a massive storm but we are ready."" @insideFPL @WPBF25News pic.twitter.com/JvHypOV84i",5,2,9/7/2017,https://twitter.com/wpbf_sanika/status/905816082715435011
Visit @insideFPL StormCenter for important tips before #HurricaneIrma & after. https://www. fpl.com/storm.html?cid =MC17EN015 …,5,2,9/7/2017,https://twitter.com/Cityofdoral/status/905810187428253697
"We'll work 24/7 to help restore power, get our communities back to normal, CEO says. | Opinion @insideFPL #Irma http://www. sun-sentinel.com/opinion/commen tary/fl-op-fpl-hurricane-irma-preparation-20170907-story.html …",5,2,9/7/2017,https://twitter.com/SoFlaOpinion/status/905793347079557121
"As you prepare for #HurricaneIrma , keep your OUC account number handy. This will speed the outage reporting process. http:// OUC.com/stormcenter",5,2,9/7/2017,https://twitter.com/OUCreliableone/status/905898203085713408
@OUCreliableone An xtra trash pickup in advance of #HurricaneIrma fri-sat would save @CityofOrlando some post storm filth & health concerns,5,3,9/7/2017,https://twitter.com/GregCreese/status/905971085375668225
"A #HurricaneIrma message. For #storm information and preparation tips, visit http:// OUC.com/stormcenter . pic.twitter.com/XoVhcvbJmA",5,4,9/7/2017,https://twitter.com/OUCreliableone/status/905797106291625989
@insideFPL tells me to check their website and use the FPL app after #hurricaneirma2017 for updates about power outages...,5,12,9/7/2017,https://twitter.com/chriskallas654/status/905831530601345025
FPL Alert: Report outages with the FPL mobile app. @insideFPL Sign up for daily text updates after the storm at http:// FPL.com/preferences,5,12,9/7/2017,https://twitter.com/KBChamber/status/905824010394587136
• Keep away from flooded and debris-laden areas because they may be hiding downed lines.,5,0,9/8/2017,https://twitter.com/CityCoralGables/status/906240911511867392
• Follow instructions from your local emergency management officials.,5,0,9/8/2017,https://twitter.com/CityCoralGables/status/906240684692295680
Residents who need power for medical needs should ride out #HurricaneIrma at an emergency shelter. List: http:// bit.ly/2wNkXXl,5,2,9/8/2017,https://twitter.com/OUCreliableone/status/906161824642498560
#Breaking @insideFPL Everyone in the state of Fla. should expect to be impacted by #hurricane force #winds I hope I am wrong.,5,3,9/8/2017,https://twitter.com/CBS12/status/906187626947989504
KUA customer service center closed Monday for hurricane Irma @KUAdirect pic.twitter.com/ZE2cKBQ5uU,5,3,9/8/2017,https://twitter.com/OsceolaStarNews/status/906193023272312834
#LKLD : @mylkldelectric is telling residents to prepare to be without power for possibly a week following #Irma . @FOX13News,5,3,9/8/2017,https://twitter.com/LucasBoggPhotog/status/906158971974758401
"@OUCreliableone says 10x normal staff to serve area during, after storm. Stay away from down power lines. #Fox35 pic.twitter.com/Vb64GLjzOc",5,4,9/8/2017,https://twitter.com/Fox35Matt/status/906212927258189824
@insideFPL storm center is set up here where you can download the app for real-time power info. #irma #hvac http:// ow.ly/HRsC30eYSWi,5,8,9/8/2017,https://twitter.com/CondAirNaples/status/906193021598932993
#Breaking @insideFPL says you should prepare for extended power outages after the storm. @CBS12 pic.twitter.com/GlKuBRbXf9,5,8,9/8/2017,https://twitter.com/Eric_Roby/status/906181533194756097
@insideFPL will NOT be turning off your power early before the storm. Please pass along! #Irma #FPL,5,12,9/8/2017,https://twitter.com/MACKONTHERADIO/status/906249099342696449
"Lol nah, I have a bunch of friends who work there and they're actually getting ready for right after the storm",5,14,9/8/2017,https://twitter.com/julienM135/status/906289633717358592
"• Avoid driving in damaged areas. You might interfere with rescue or restoration efforts, as well as jeopardize your own safety.",5,14,9/8/2017,https://twitter.com/CityCoralGables/status/906240745773916160
Please make safety your first priority after the storm has passed. Here are some basic tips that will keep you safe while the power is out:,5,14,9/8/2017,https://twitter.com/CityCoralGables/status/906240466617806848
Heroes of Public Power. Get inside the Weather Service building I heard it can withstand a category 5 storm. And I hope the island is empty,5,2,9/9/2017,https://twitter.com/Womyn2me/status/906664717602627585
We prepared for the storm bought a generator and portable ac worth every penny,5,2,9/15/2017,https://twitter.com/suebneat/status/908673384984260608
Still have no clue how to prepare for a hurricane? Checkout the new Storm Center Brevard Hurricane Guide! http:// bit.ly/2wfixxr @insideFPL,5,0,9/26/2017,https://twitter.com/NASHFM1027WHKR/status/912875694987898880
^^^ Land O Lakes Florida where we had tropical storm force winds...I have resorted to sleeping in the car with my dog so she doesn't die,5,5,9/14/2017,https://twitter.com/GoodCemeterian1/status/908457619655942144
There's a category 5 hurricane coming...pretty sure there *WILL* be outages.,5,2,9/7/2017,https://twitter.com/FloridaTropics1/status/905905425320747008
• The power you generate may flow back into power lines and cause injuries.,5,2,9/8/2017,https://twitter.com/CityCoralGables/status/906241507283304448
@insideFPL is expecting 9 million people in #Florida to lose power. #irma #hurricaneirma #StaySafeFlorida,5,9,9/8/2017,https://twitter.com/mrteejay73/status/906182491828039680
Email notice @OUCreliableone sent out to customers in the Orlando area #hurricaneirma #OUC pic.twitter.com/j8LPskkSml,5,3,9/11/2017,https://twitter.com/ToryPrichardOBJ/status/907102656795099136
"Hey..compared to wilma, Katrina and Wilma and Frances, this is really much a better/faster recovery",5,7,9/15/2017,https://twitter.com/merrymorris10/status/908626556251262976
Here's when @DukeEnergy says power should be back on in each county it serves. FULL list for other companies: http:// wfla.com/2017/09/16/pow er-outages-remain-in-tampa-bay-area-following-hurricane-irma/ … pic.twitter.com/VVv21sm5as,5,4,9/16/2017,https://twitter.com/WFLACorey/status/909047619623759872
Can confirm. Called ten minutes ago and was told the deadline is now Monday night.,5,9,9/17/2017,https://twitter.com/WKUsed2BAndy/status/909514470015291392
Can confirm. Called ten minutes ago and was told the deadline is now Monday night.,5,9,9/17/2017,https://twitter.com/WKUsed2BAndy/status/909514425782108160
@NewsfromJEA sent an email out today that regular operations resume Sept. 27. I think they should have given residents 30 days past #Irma .,5,0,9/22/2017,https://twitter.com/iAmKtownKris/status/911354156828512256
"UW Day of Caring: @DukeEnergy folks are hard at work outside. Later, inside to clean. THX! #community #volunteers @mindyhtaylor pic.twitter.com/OwjUnCqQp1",5,10,9/22/2017,https://twitter.com/bgcpeedee/status/911229855538270209
The new concrete poles helped to speed up recovery. Smart resilience planning by @insideFPL http:// newsroom.fpl.com/featured-stori es?item=30879 …,5,12,9/22/2017,https://twitter.com/CyberMurphy/status/911392090592022528
Thanks to all the volunteers. Let's rebuild a #BetterNaples @CollierSheriff @naplesfire @NCFRPio @insideFPL @NBC2 @winknews @NaplesPolice https:// twitter.com/DANCE99FLA/sta tus/911227575191695362 …,5,10,9/22/2017,https://twitter.com/gene_zamora/status/911235676569587713
"Hurricane Irma update from Positively Osceola's digital meteorologist Paul Smith. Be safe, be calm & be prepared #hurricaneirma @KUAdirect pic.twitter.com/rlw7maiXmJ",5,4,9/5/2017,https://twitter.com/positiveosceola/status/905187115499184129
Ana your truly luck your house wasn't destroyed by falling trees,5,0,9/12/2017,https://twitter.com/girolamo5151/status/907789768234119168
You seem pretty lucky. The damages don't look bad..especially the pool,5,0,9/12/2017,https://twitter.com/Nerdstradamus98/status/907743159651672064
Beautiful home! So happy it didn't get destroyed.,5,0,9/12/2017,https://twitter.com/angibell2/status/907724039761924098
I feel your pain- not with Irma but with manyprevious hurricanes which always hit here when it's both humid & hot as hell No AC = total suck,5,0,9/12/2017,https://twitter.com/PinkLemonadePie/status/907801926951108608
"Sorry, if you have to deal with that matt. I definitely feel for everyone dealing with the hurricane.",5,15,9/12/2017,https://twitter.com/VitoMalacari23/status/907803029658894338
Wow I'm so sorry you house has been destroyed. It looks like a complete gut job or tear down.,5,15,9/12/2017,https://twitter.com/HandycocksJohn/status/907717935837454341
So sorry to hear! JEA says they're on the way. I pray you get some relief soon!,5,1,9/15/2017,https://twitter.com/DawnANjax/status/908626791224496128
Seen them down here in Belleview Florida hopefully you guys will get relief soon as well as us down here,5,2,9/15/2017,https://twitter.com/goldwolfzero/status/908823263836540929
sorry man. being without power is the worst. Hopefully everything property-wise is kool and the gang. hurricanes suck.,5,4,9/15/2017,https://twitter.com/BoltsyAmsterdam/status/908780454958034944
I hope the rest of the affected people can get theirs back as soon as possible.,5,5,9/16/2017,https://twitter.com/TechRevoluti0n/status/909096873482473472
"Oh boy, I'm so sorry you still don't have power! Was there that much damage in your area?",5,9,9/16/2017,https://twitter.com/KLinFL/status/909253043601977346
Me too - we finally got ours back but I'm praying my neighbors get theirs back asap!,5,9,9/17/2017,https://twitter.com/HayleyWielgus/status/909511803125854211
"Thank you. Fingers crossed. Glad you've gotten relief, though! I hope the rest of your FL experience is much better!",5,9,9/17/2017,https://twitter.com/jessnotarabbit/status/909482501143498753
My heart goes out to all affected by Irma. Hope y'all get power back soon.,5,15,9/17/2017,https://twitter.com/BillieT123/status/909556968460898306
