content,Code #,category,ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Subcode,,unk,directed,hashtag,geocode,source,,,
As of now classes are not canceled for Wednesday. We will send another announcement concerning Thurs/Fri in the morning. Check email.,,1,,0.9659355962,9684,BrowardCollege,,9/5/17,9/5/2017 0:00,9:56:00 PM,1,1,,,,,,,9.05E+017,https://twitter.com/BrowardCollege/status/905248387397808131,,,
Hurricane Preparedness ,,1,,0.3453418439,7311,barkway,,9/5/17,9/5/2017 0:00,5:26:00 AM,0,0,,,, Asthma & Lung Disease Doctor Fort Myers , Lungcare - http://www. lungcare.net/lung-care-serv ices-fort-myers/lung-diseases/hurricane-preparedness â€¦ @WPLGLocal10,,@WPLGLocal10,,9.05E+017,https://twitter.com/barkway/status/904999159337545728,
"Voluntary evacuation applies to Longboat, Lido, Siesta, Casey and Manasota keys and Island of Venice",,1,,0.3742598935,54183,SRQCountyGov,,9/8/17,9/8/2017 0:00,8:30:00 AM,14,6,,,,,,,9.06E+017,https://twitter.com/SRQCountyGov/status/906132735319838721,,,
"At @insideFPL warehouse, Riviera Bch, preparations for #Irma Utility says expect days-long, Frances- and Jeanne-type, outages. @CBS12 pic.twitter.com/OvF9Kkgd24",,1,,0.4482264426,14145,ChuckWeber12,,9/7/17,9/7/2017 0:00,12:47:00 PM,4,2,,,,,@insideFPL @CBS12,#Irma,9.06E+017,https://twitter.com/ChuckWeber12/status/905834854742462464,,,
"#HurricaneIrma 'will kill you,' expert warns Florida http:// bit.ly/2wfQtZL pic.twitter.com/Pmm7fhV4wL",,1,,0.5166594041,63925,WPTV,,9/8/17,9/8/2017 0:00,7:37:00 PM,6,10,,,,,,#HurricaneIrma,9.06E+017,https://twitter.com/WPTV/status/906300410612342792,,,
"Store shelves r empty of can goods,breads,& supplies gas is scarce to find this is CRAZY!!! pic.twitter.com/ol1Byi69bx",,1,,0.9926395563,49088,Reneecheree1,,9/6/17,9/6/2017 0:00,11:04:00 PM,0,0,,,,,,,9.06E+017,https://twitter.com/Reneecheree1/status/905627709455437824,,,
We knew this hurricane was coming last Sunday. There were plenty of hours to remove the cranes & send workers home safely.,,1,,0.5831270103,3503,ADubiousPronoun,,9/10/17,9/10/2017 0:00,11:06:00 AM,0,3,,,,,,,9.07E+017,https://twitter.com/ADubiousPronoun/status/906896764724183042,,,
This is not fed fault... everyone was warned and evacuation should have been implemented! This facility is at fault!,,1,,0.1866656136,51994,SCNURSEMONALEE,,9/13/17,9/13/2017 0:00,10:25:00 AM,0,2,,,,,,,9.08E+017,https://twitter.com/SCNURSEMONALEE/status/907973532692480001,,,
Cranes are tied down. Just tidying up the container yard today. Have to knock all the big block container stacks down today.,,1,,0.5555037877,16725,David__Alderman,,9/8/17,9/8/2017 0:00,10:25:00 AM,0,1,,,,,,,9.06E+017,https://twitter.com/David__Alderman/status/906161536930127872,,,
Stocking up on more hurricane supplies for me & . @ErinCBS12 . @CBS12 pic.twitter.com/0198Jdtx3H,,1,,0.632684253,51861,SavanahResnik,,9/7/17,9/7/2017 0:00,9:36:00 AM,1,2,,,,,@ErinCBS12 @CBS12,,9.06E+017,https://twitter.com/SavanahResnik/status/905786750949367811,,,
"We are watching a hurricane. It's too far away to say where it will go. Do your normal prep. Check back tomorrow for more.""""",,1,,0.1240277451,54944,STHinSouthFL,,9/9/17,9/9/2017 0:00,1:54:00 PM,0,2,,,,,,,9.07E+017,https://twitter.com/STHinSouthFL/status/906576487431786497,,,
TSA shut down at PBI after the last flight left a few minutes ago. @WPTV pic.twitter.com/QQnufRCaFM,,1,,0.4843459986,60364,WandaMooreWPTV,,9/8/17,9/8/2017 0:00,10:02:00 PM,2,1,,,,,@WPTV,,9.06E+017,https://twitter.com/WandaMooreWPTV/status/906337101016334336,,,
Morning briefing @IndianRiverEOC . Mandatory evacuations started at 8am for ppl east is US 1 and barrier island. Shelters are open. @WPTV pic.twitter.com/gtO54AtV2R,,1,,0.1092668347,40755,MIRanda_TV3,,9/9/17,9/9/2017 0:00,8:06:00 AM,0,1,,,,,@IndianRiverEOC @WPTV,,9.06E+017,https://twitter.com/MIRanda_TV3/status/906488894421692416,,,
"TIL List: Hurricane Irma evacuation notices in Tampa Bay, county-by-county https:// tampanews.co/list-hurricane -irma-evacuation-notices-in-tampa-bay-county-by-county/ â€¦ via @10NewsWTSP pic.twitter.com/KzyHObC0gd",,1,,0.9542852994,56159,Tampa_Live,,9/7/17,9/7/2017 0:00,1:32:00 PM,0,1,,,,,@10NewsWTSP,,9.06E+017,https://twitter.com/Tampa_Live/status/905846225160765441,,,
"#BREAKING : Broward County mayor declares local state of emergency in, issues mandatory evacs for tomorrow https:// is.gd/F6IO0V",,1,,0.6319085314,66282,wsvn,,9/6/17,9/6/2017 0:00,11:34:00 AM,178,100,,,,,,#BREAKING,9.05E+017,https://twitter.com/wsvn/status/905454191329648640,,,
"Pinellas jail has to relocate 1,000 inmates. They're in evacuation ZONE B. @SheriffPinellas @10NewsWTSP",,1,,0.6403363237,52814,ShannonMarieTV,,9/9/17,9/9/2017 0:00,11:29:00 AM,1,2,,,,,@SheriffPinellas @10NewsWTSP,,9.07E+017,https://twitter.com/ShannonMarieTV/status/906540149072437253,,,
People stuck in bumper to bumper traffic taking a pitstop in Orlando as the try to evacuate before the storm. #patience #Irma @news6wkmg pic.twitter.com/8kVRq5p7DU,,1,,0.6091804773,3659,AIwasinski,,9/7/17,9/7/2017 0:00,4:21:00 PM,3,7,,,,,@news6wkmg,#patience #Irma,9.06E+017,https://twitter.com/AIwasinski/status/905888758087725057,,,
Hurricane Irma Tips for Pet Parents from @PeggyAdamsARL #wptv @wptv @AlannaWPTV pic.twitter.com/j2O3YnV0yl,,1,,0.0966058786,51359,samsminkWPTV,,9/7/17,9/7/2017 0:00,9:37:00 AM,5,5,,,,,@PeggyAdamsARL @wptv @AlannaWPTV,#wptv,9.06E+017,https://twitter.com/samsminkWPTV/status/905787089043804161,,,
Ty is just a great guy with skills helping families prep for storm in West Palm Bch. Per @WPTV God bless you 4 eternity Ty #HurricaneIrma pic.twitter.com/QueC35sJBH,,1,,0.9777909404,32926,KdredKarl,,9/9/17,9/9/2017 0:00,11:23:00 AM,1,1,,,,,@WPTV,#HurricaneIrma,9.07E+017,https://twitter.com/KdredKarl/status/906538438475882496,,,
Everyone preparing @Costco for #HurricaneIrma @wsvn @FoxNews @ABC @CBSNews @NBCNews @MiamiHerald @SoFloridaTweets #miami pic.twitter.com/tn6XmpZYdj,,1,,0.9527324469,35199,LeX7Mendoza,,9/5/17,9/5/2017 0:00,1:12:00 PM,0,0,,,,,@Costco @wsvn @FoxNews @ABC @CBSNews @NBCNews @MiamiHerald @SoFloridaTweets,#HurricaneIrma #miami,9.05E+017,https://twitter.com/LeX7Mendoza/status/905116527011168256,,,
Floridians say online retailers let them down ahead of Irma http:// bit.ly/2eWR7ZI pic.twitter.com/rznGxxbO9z,,1,,0.2142351346,63826,WPTV,,9/10/17,9/10/2017 0:00,5:40:00 AM,9,9,,,,,,,9.07E+017,https://twitter.com/WPTV/status/906814702180761601,,,
Florida's East Coast may be in the cone tomorrow. Not time for panic but time to start resupplying your hurricane kit just in case. @CBS12 pic.twitter.com/jlEAansqXr,,1,,0.0534003798,61351,WeatherProf,,9/3/17,9/3/2017 0:00,1:19:00 PM,22,25,,,,,@CBS12,,9.04E+017,https://twitter.com/WeatherProf/status/904393486430081025,,,
"and in an instant...everyone should be prepared, #irma is coo-coo and likes to wiggle",,1,,0.0446421175,46036,palmbeachpink,,9/8/17,9/8/2017 0:00,11:40:00 PM,0,0,,,,,,#irma,9.06E+017,https://twitter.com/palmbeachpink/status/906361690505273344,,,
I'm at the location in country stat since 11:50am...no one has showed up from the city and the entire street is backed up with cars waiting,,1,,0.773899817,15821,cubanhmfic,,9/6/17,9/6/2017 0:00,1:00:00 PM,0,0,,,,,,,9.05E+017,https://twitter.com/cubanhmfic/status/905475740170424320,,,
Good morning West Palm Beach. Heading to @WPTV to assist our sister station with #Irma coverage. Stay safe. pic.twitter.com/CeEatDt0qn,8,2,13,0.2860640144,34114,KristenSwilley,,9/8/17,9/8/2017 0:00,9:14:00 AM,1,9,,1,,,@WPTV,#Irma,9.06E+017,https://twitter.com/KristenSwilley/status/906143593278181376,,,
We r safe!!!,6,2,44,0.6877773493,40989,MKSGF,,9/20/17,9/20/2017 0:00,6:41:00 AM,0,0,,1,,,,,9.1E+017,https://twitter.com/MKSGF/status/910453828536893441,,,
Supplies fly off shelves as Hurricane Irma nears Florida http:// dlvr.it/PlVY5S pic.twitter.com/Rsm0L7BFQo,3,2,49,0.0057278136,44186,news6wkmg,,9/7/17,9/7/2017 0:00,5:36:00 PM,0,1,1,1,,,,,9.06E+017,https://twitter.com/news6wkmg/status/905907567532142592,,,
Many people are out and about like here at Lake Worth Beach before the 3 pm curfew goes into affect. @CBS12 pic.twitter.com/JNanxOqtNj,1,2,65,0.0841530654,20017,Eric_Roby,,9/9/17,9/9/2017 0:00,1:41:00 PM,1,3,1,1,,,@CBS12,,9.07E+017,https://twitter.com/Eric_Roby/status/906573208832356352,,,
"I like animals, but really? There will be PEOPLE left homeless by Irma. Shouldn't we be prioritising them? Finding THEM homes?",8,2,108,0.5028807502,24359,Geordiegirl1967,,9/10/17,9/10/2017 0:00,12:23:00 PM,0,1,,1,,,,,9.07E+017,https://twitter.com/Geordiegirl1967/status/906916079271903232,,,
This is my irma read pic.twitter.com/MB7Q3b2A4G,6,2,132,0.7079857545,57929,ToddLaVogue,,9/11/17,9/11/2017 0:00,5:32:00 PM,0,2,1,1,,,,,9.07E+017,https://twitter.com/ToddLaVogue/status/907356181873782784,,,
"There were no dogs or cats stranded in Orlando, I just drove around..I'm happy but also very upset I couldn't take any home",6,2,134,0.366089514,10206,Calvin_Shamoon,,9/11/17,9/11/2017 0:00,11:18:00 AM,0,0,,1,,,,,9.07E+017,https://twitter.com/Calvin_Shamoon/status/907262164934778880,,,
We are now at #Palm Beach #Gardens Community High School where some 1300 people are seeking #shelter @CBS12 pic.twitter.com/Kfh4gp3DE8,8,2,144,0.0687422282,67235,YaremiNEWS,,9/8/17,9/8/2017 0:00,9:16:00 PM,3,7,1,1,,,@CBS12,#Palm #Gardens #shelter,9.06E+017,https://twitter.com/YaremiNEWS/status/906325365483819008,,,
Good for the mayor! There were plenty of schools that could have been used in Venice!,9,2,151,0.5935846184,9637,BrittRinglever,,9/18/17,9/18/2017 0:00,9:12:00 PM,0,1,,1,,,,,9.1E+017,https://twitter.com/BrittRinglever/status/909948284420190210,,,
Weird to think almost all of our viewers can't see us and are listening on the radio bc of power outages. Trying to be descriptive. @wsvn,14,2,156,0.6378031343,9336,BrianEntin,,9/10/17,9/10/2017 0:00,3:01:00 PM,18,70,,1,,,@wsvn,,9.07E+017,https://twitter.com/BrianEntin/status/906955793278349313,,,
My goodness I have never ever seen a hurricanes with 175 mph winds that is unbelievable scary I hope the winds go down before coming to FL!!,6,2,162,0.383926721,31404,JoshuaBenchimol,,9/5/17,9/5/2017 0:00,8:31:00 AM,0,0,,1,,,,,9.05E+017,https://twitter.com/JoshuaBenchimol/status/905045634918600704,,,
So sad to see one of the huge trees at @EdisonFordFL uprooted and toppled over @cityftmyers @WPTV #hurricaneirma pic.twitter.com/m90QDlPt2Y,6,2,165,0.363102524,54516,StephanieWPTV,,9/11/17,9/11/2017 0:00,2:28:00 PM,2,3,1,1,,,@EdisonFordFL @cityftmyers @WPTV,#hurricaneirma,9.07E+017,https://twitter.com/StephanieWPTV/status/907309868553588736,,,
@wsvn watch out where you park people. heartless business owners are towing vehicles!!,6,2,166,0.1213418649,58257,toyaddict26,,9/9/17,9/9/2017 0:00,3:01:00 PM,0,0,,1,,,@wsvn,,9.07E+017,https://twitter.com/toyaddict26/status/906593484827758594,,,
Long line outside Costco near LP before store opened. Tag us with pics of empty/stocked shelves. (Vids from Monica) http:// bit.ly/2x4TcKt pic.twitter.com/Jxc5EtRHPw,1,2,168,0.4684243232,12861,CBS12,,9/5/17,9/5/2017 0:00,10:22:00 AM,3,1,1,1,,,,,9.05E+017,https://twitter.com/CBS12/status/905073719294529537,,,
Cherrypicker after cherrypicker heading south on Turnpike. Preparing to fix whatever Irma damages. @WPTV pic.twitter.com/NHfeb91E61,4,2,169,0.3378621568,5265,AndrewLofholm,,9/9/17,9/9/2017 0:00,5:17:00 PM,9,21,1,1,,,@WPTV,,9.07E+017,https://twitter.com/AndrewLofholm/status/906627524788146177,,,
Sure wish we could get them in Brevard to work faster,7,2,177,0.0430661169,40291,michelemurrell,,9/12/17,9/12/2017 0:00,6:20:00 PM,0,0,,1,,,,,9.08E+017,https://twitter.com/michelemurrell/status/907730672365850630,,,
Still under a boil water order.,16,2,189,0.9872506905,65971,wsvn,,9/12/17,9/12/2017 0:00,4:22:00 PM,0,0,,1,,,,,9.08E+017,https://twitter.com/wsvn/status/907700993172934656,,,
Someone let the Bahamas know Miami found their missing ocean.,6,2,194,0.8435360326,57607,TierzaChels,,9/10/17,9/10/2017 0:00,3:42:00 PM,0,1,,1,,,,,9.07E+017,https://twitter.com/TierzaChels/status/906966031167614977,,,
Ppl were actually going outdoors despite warnings. We don't need lots of ppl .One or 2 injuries are totally unnecessary,11,2,199,0.2308230094,52513,SerenityFoods,,9/10/17,9/10/2017 0:00,6:37:00 PM,0,0,,1,,,,,9.07E+017,https://twitter.com/SerenityFoods/status/907010166230355968,,,
Retweeted Daniel Cohen ( @DCohenNEWS ): Spotted in Sunny Isles Beach #Irma @wsvn pic.twitter.com/wzvDNQglQZ http:// fb.me/1kDvvqr9w,6,2,245,0.6516894396,14215,CindawayCindy,,9/10/17,9/10/2017 0:00,10:47:00 AM,3,6,1,1,,,@DCohenNEWS @wsvn,#Irma,9.07E+017,https://twitter.com/CindawayCindy/status/906891830486331392,,,
"Wow i love miami, they gonna habe a lot of clean up to do",6,2,252,0.299297363,14614,ClubHouseATL,,9/10/17,9/10/2017 0:00,1:10:00 PM,0,0,,1,,,,,9.07E+017,https://twitter.com/ClubHouseATL/status/906927777286426624,,,
#OMG This could be a good sign! I just spotted power crews outside my house! #pleasepleaseplease @CBS12 pic.twitter.com/5hIxKGp24U,6,2,295,0.9621175938,19899,Eric_Roby,,9/14/17,9/14/2017 0:00,1:39:00 PM,0,33,1,1,,,@CBS12,#OMG #pleasepleaseplease,9.08E+017,https://twitter.com/Eric_Roby/status/908384830521561088,,,
@wptv We know it's serious when @SteveWeagleWPTV takes his coat off #Irma,14,2,300,0.0509572551,65281,writerlindsayb,,9/8/17,9/8/2017 0:00,9:27:00 PM,0,1,,1,,,@wptv @SteveWeagleWPTV,#Irma,9.06E+017,https://twitter.com/writerlindsayb/status/906328247276896257,,,
All of the employees at the Mobil gas station in Fort Pierce have left. The owner is alone but still serving the community. @CBS12 pic.twitter.com/Eth2fijMou,6,2,305,0.5190155026,20576,ErinCBS12,,9/8/17,9/8/2017 0:00,4:53:00 PM,3,7,1,1,,,@CBS12,,9.06E+017,https://twitter.com/ErinCBS12/status/906259152489644032,,,
I saw at least 50 trucks on a vacant lot off lantana & congress yesterday- sure hope they're gonna be working,6,2,313,0.595030565,37513,maid4hack,,9/12/17,9/12/2017 0:00,5:46:00 PM,0,0,,1,,,,,9.08E+017,https://twitter.com/maid4hack/status/907722116707086337,,,
"Hey @WPTV , I watched your story about rescuing sea turtles after #HurricaneIrma . Think you'll like this #book ? http:// amzn.to/2oQlCzm pic.twitter.com/ENLJo1Ney9",14,2,330,0.2891124997,29148,JDParsonsAuthor,,9/16/17,9/16/2017 0:00,7:25:00 PM,0,0,1,1,,,@WPTV,#HurricaneIrma #book,9.09E+017,https://twitter.com/JDParsonsAuthor/status/909196501133545473,,,
Keeping up the spirit at our Hernando school shelters! @BN9 @mareevs @WFLA @10NewsWTSP pic.twitter.com/aoxNQgDJjZ,6,2,347,0.7192522667,26234,HernandoSchools,,9/9/17,9/9/2017 0:00,12:16:00 PM,2,6,1,1,,,@BN9 @mareevs @WFLA @10NewsWTSP,,9.07E+017,https://twitter.com/HernandoSchools/status/906551849934884864,,,
Youâ€™re telling me itâ€™s the governmentâ€™s fault that the owners of this private business left behind their customers in these conditions?? (5),9,2,404,0.4175245523,50519,rudyconstanda,,9/13/17,9/13/2017 0:00,10:28:00 AM,0,0,,1,,,,,9.08E+017,https://twitter.com/rudyconstanda/status/907974321896816640,,,
The 7-11 at 3451 sheridan st in hollywood got a gas truck in at 1130 and the owner shut off the pumps!!!! @wsvn @WPLGLocal10 @CBSMiami,6,2,439,0.936269597,42855,Nanikairu217,,9/7/17,9/7/2017 0:00,1:17:00 AM,0,0,,1,,,@wsvn @WPLGLocal10 @CBSMiami,,9.06E+017,https://twitter.com/Nanikairu217/status/905661182232608769,,,
"Those people should never be allowed to have pets again. Shelters are taking pets. If I couldn't take mine, I'd have to stay. Family.",6,2,489,0.0338747109,54353,starrling3,,9/9/17,9/9/2017 0:00,7:15:00 PM,0,4,,1,,,,,9.07E+017,https://twitter.com/starrling3/status/906657348592181248,,,
I thought the Governor said yesterday to leave now!,9,2,500,0.0247738896,26396,HilbertJill65,,9/10/17,9/10/2017 0:00,6:49:00 PM,0,1,,1,,,,,9.07E+017,https://twitter.com/HilbertJill65/status/907013092172857345,,,
I can kee three in crates (if supplied) safely in my home until the weather passes and then turn them over,6,2,501,0.8505073972,18380,DontUnderSTM8me,,9/9/17,9/9/2017 0:00,3:25:00 PM,1,8,,1,,,,,9.07E+017,https://twitter.com/DontUnderSTM8me/status/906599373672521728,,,
Wow. That's my Publix...should I worry? I guess Ill just resort to filling tupperware and making ice blocks,6,2,531,0.6734096032,27531,infocollector,,9/4/17,9/4/2017 0:00,9:22:00 PM,0,1,,1,,,,,9.05E+017,https://twitter.com/infocollector/status/904877293411160064,,,
@WPTV Boca raton by the mall #hurricaneirma pic.twitter.com/G5GqMUqRVO,6,2,536,0.418412333,9264,brettmyesner1,,9/10/17,9/10/2017 0:00,4:37:00 PM,0,2,1,1,,,@WPTV,#hurricaneirma,9.07E+017,https://twitter.com/brettmyesner1/status/906979905690316800,,,
Yes -- there are two pet friendly shelters in Pinellas: John Hopkins Middle and Dunedin Highland Middle both have availability for pets. pic.twitter.com/2aFzTH6fDz,3,2,572,0.0443691041,27136,IanReitz,,9/9/17,9/9/2017 0:00,9:19:00 AM,2,2,1,1,,,,,9.07E+017,https://twitter.com/IanReitz/status/906507293273059329,,,
@WPTV boats taking cover in Vero Beach. Some staying on-board. -Ryan Miller pic.twitter.com/fPgB5uvH7Y,3,2,642,0.6854805275,43028,nayR_relliM,,9/10/17,9/10/2017 0:00,10:28:00 AM,0,0,1,1,,,@WPTV,,9.07E+017,https://twitter.com/nayR_relliM/status/906886999675686913,,,
Here's the latest info from @GasBuddy on stations without gas across #Florida #Irma #Gasshortage @WPTV @FOX29WFLX pic.twitter.com/nXmDzf3Xfh,3,2,648,0.3341320966,5470,AndrewRuizWPTV,,9/12/17,9/12/2017 0:00,5:29:00 AM,6,2,1,1,,,@GasBuddy @WPTV @FOX29WFLX,#Florida #Irma #Gasshortage,9.08E+017,https://twitter.com/AndrewRuizWPTV/status/907536661877227520,,,
So let's address the root issue that most shelters don't take pets and hotels almost always turn them down.,3,2,649,0.669155085,51892,savingfilm,,9/10/17,9/10/2017 0:00,8:48:00 AM,0,1,,1,,,,,9.07E+017,https://twitter.com/savingfilm/status/906862044225425409,,,
Longwood Winn Dixie has about 30 pallets of water. Come and get it @WFTV @WESH @Fox35News @news6wkmg @MyNews13 pic.twitter.com/RcgDEWH1gk,4,2,675,0.3075044521,53183,SHR_Harvick4,,9/8/17,9/8/2017 0:00,4:44:00 PM,0,0,,1,,,@WFTV @WESH @Fox35News @news6wkmg @MyNews13,,9.06E+017,https://twitter.com/SHR_Harvick4/status/906257017706344448,,,
Me in the grocery store while picking up water and propane! @cbs12 #HurricaneIrma pic.twitter.com/dqxmUKEuRX,6,2,692,0.3848866138,20149,Eric_Roby,,9/4/17,9/4/2017 0:00,1:11:00 PM,2,38,1,1,,,@cbs12,#HurricaneIrma,9.05E+017,https://twitter.com/Eric_Roby/status/904753878779953154,,,
. @DavianNowitzki #AskPhil pic.twitter.com/9qZrwmuyue,16,2,725,0.4149857891,66336,wsvn,,9/5/17,9/5/2017 0:00,3:50:00 PM,10,15,,1,,,@DavianNowitzki,#AskPhil,9.05E+017,https://twitter.com/wsvn/status/905156216548143104,,,
I see some people didn't evacuate!,6,2,787,0.0680897909,48362,ramonamadison,,9/10/17,9/10/2017 0:00,8:57:00 PM,0,0,,1,,,,,9.07E+017,https://twitter.com/ramonamadison/status/907045343166169088,,,
@wsvn @CBSMiami just lost power on 117th sw and 47th St. Can hear the wind really picking up!! #HurrcaneIrma #Miami,6,2,809,0.0182764286,31268,joseforbes,,9/10/17,9/10/2017 0:00,5:14:00 AM,0,0,,1,,,@wsvn @CBSMiami,#HurrcaneIrma #Miami,9.07E+017,https://twitter.com/joseforbes/status/906808118654521344,,,
I think you need to evacuate because I am an expert at #Meteorology and #HurricaneIrma is going to take a direct hit across #Cuba !,6,2,834,0.0773239784,3050,A_Paterson57,,9/4/17,9/4/2017 0:00,4:52:00 AM,0,2,,1,,,,#Meteorology #HurricaneIrma #Cuba,9.05E+017,https://twitter.com/A_Paterson57/status/904628312043118597,,,
Gas at Hillsborough Ave and Central in #Tampa . Cops out directing traffic LOTS of cars. #WTSP #OpenNow,6,2,842,0.6313095185,1496,10NewsWTSP,,9/11/17,9/11/2017 0:00,3:44:00 PM,0,4,,1,,,,#Tampa #WTSP #OpenNow,9.07E+017,https://twitter.com/10NewsWTSP/status/907328919585599488,,,
"oh, my cousin lives there, she hasnÂ´t evacuated, she will stay at home, she is brave",6,2,854,0.7404376936,29206,JEDIEV11,,9/9/17,9/9/2017 0:00,2:40:00 AM,0,0,,1,,,,,9.06E+017,https://twitter.com/JEDIEV11/status/906406846042218497,,,
"#ClubViv our son is on his way to Miami Lakes from Stuart. If the electricity is on, we'll come home tonight. @wsvn",6,2,929,0.0557727846,27821,iTimWallacei,,9/11/17,9/11/2017 0:00,8:11:00 AM,0,0,,1,,,@wsvn,#ClubViv,9.07E+017,https://twitter.com/iTimWallacei/status/907215051144224769,,,
What's the difference between PALM BEACH COUNTY & WEST PALM BEACH curfew??? Kinda confusing.... WEST PALM BEACH is in PALM BEACH COUNTY,7,2,931,0.9983041114,24904,GOLFINGA,,9/11/17,9/11/2017 0:00,8:29:00 AM,0,1,,1,,,,,9.07E+017,https://twitter.com/GOLFINGA/status/907219559823941632,,,
